Happy,Amusing,Beauty,Calm,Energizing,Angry,Triumphant,prolific_id,stimulus_id,age,Country of Birth,Current Country of Residence,Current UK area of residence,Employment Status,First Language,Hearing difficulties,Nationality,Sex,Student Status,tmf_core,tmf_would_like_to_be,tmf_interests_seen_as,tmf_attitudes_seen_as,tmf_behaviour_seen_as,tmf_appearance_seen_as,sex,gender_identity,gender_text,sex_orientation,orient_text,ethnicity,disability,community_sss,national_sss,target,tmf_avg,tmf_label,sss_avg
6,5,5,6,4,1,1,5b2a3000a29ccd0001154e8c,VIqv8YRVDuY,35,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,English,No,United Kingdom,Female,No,6.0,6.0,3.0,4.0,5.0,5.0,Female,Woman,,Heterosexual (straight),,White,Yes,3.0,4.0,fem,4.833333333333333,resolutely feminine,3.5
3,4,1,1,6,5,1,5f296dc899c65605ad881760,HO-GyyhtDnA,21,United Kingdom,United Kingdom,Scotland,Part-Time,English,No,United Kingdom,Female,Yes,6.0,6.0,5.0,7.0,7.0,7.0,Female,Woman,,Heterosexual (straight),,Multiple ethnic groups,No,4.0,7.0,masc,6.333333333333333,resolutely feminine,5.5
3,2,3,2,4,1,4,623729c5c785c64be4d2f444,Zl-50U1tsBM,21,Poland,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Other,English,No,Poland,Female,Yes,3.0,3.0,5.0,5.0,4.0,3.0,Female,Man,,Bisexual,,White,Yes,3.0,3.0,masc,3.8333333333333335,neither nor,3.0
2,1,1,1,6,5,3,5f296dc899c65605ad881760,Zl-50U1tsBM,21,United Kingdom,United Kingdom,Scotland,Part-Time,English,No,United Kingdom,Female,Yes,6.0,6.0,5.0,7.0,7.0,7.0,Female,Woman,,Heterosexual (straight),,Multiple ethnic groups,No,4.0,7.0,masc,6.333333333333333,resolutely feminine,5.5
2,3,1,1,3,2,3,5fb93f3349adcb75d64045d1,HO-GyyhtDnA,23,United Kingdom,United Kingdom,"London, England ",Unemployed (and job seeking),English,No,United Kingdom,Female,No,4.0,4.0,4.0,5.0,5.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,3.0,3.0,masc,4.666666666666667,resolutely feminine,3.0
6,4,4,3,4,1,4,56b78f11e77ebe000cbefe79,cYszuGaptkk,56,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,English,No,United Kingdom,Female,No,7.0,7.0,4.0,5.0,4.0,7.0,Female,Woman,,Heterosexual (straight),,White,Yes,8.0,7.0,mix,5.666666666666667,resolutely feminine,7.5
3,2,1,2,5,2,4,5f314ce90c431b614b338399,cYszuGaptkk,31,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,English,No,United Kingdom,Male,No,2.0,2.0,3.0,3.0,3.0,2.0,Male,Man,,Heterosexual (straight),,White,No,5.0,4.0,mix,2.5,neither nor,4.5
4,3,3,2,5,1,2,5ce52692b4a0b500016a9112,Zl-50U1tsBM,33,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,English,No,United Kingdom,Female,No,5.0,6.0,4.0,7.0,4.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,7.0,5.0,masc,5.333333333333333,resolutely feminine,6.0
5,4,4,1,1,1,1,5a52164aac5624000153602a,pdzliNhlqWI,51,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,English,No,United Kingdom,Female,No,7.0,7.0,5.0,4.0,5.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,5.0,7.0,fem,5.833333333333333,resolutely feminine,6.0
4,2,4,2,5,1,4,603900436aac0934a527e745,cYszuGaptkk,45,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Female,No,5.0,5.0,3.0,6.0,3.0,4.0,Female,Woman,,Homosexual (lesbian or gay),,White,No,6.0,7.0,mix,4.333333333333333,neither nor,6.5
5,4,3,3,2,1,1,5a9adf93dbdb470001eee5e1,pdzliNhlqWI,49,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,English,No,United Kingdom,Female,No,5.0,4.0,5.0,4.0,4.0,5.0,Female,Woman,,Heterosexual (straight),,White,No,9.0,7.0,fem,4.5,neither nor,8.0
5,4,2,2,4,1,1,5a9adf93dbdb470001eee5e1,cYszuGaptkk,49,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,English,No,United Kingdom,Female,No,5.0,4.0,5.0,4.0,4.0,5.0,Female,Woman,,Heterosexual (straight),,White,No,9.0,7.0,mix,4.5,neither nor,8.0
4,2,2,2,4,4,4,601ecf037d641438c0840330,HO-GyyhtDnA,40,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Other,English,No,United Kingdom,Female,No,5.0,5.0,4.0,4.0,4.0,6.0,Female,I prefer not to answer,,Heterosexual (straight),,White,No,3.0,3.0,masc,4.666666666666667,resolutely feminine,3.0
5,5,1,3,2,2,1,5f296dc899c65605ad881760,2-m3SEGs0kM,21,United Kingdom,United Kingdom,Scotland,Part-Time,English,No,United Kingdom,Female,Yes,6.0,6.0,5.0,7.0,7.0,7.0,Female,Woman,,Heterosexual (straight),,Multiple ethnic groups,No,4.0,7.0,mix,6.333333333333333,resolutely feminine,5.5
3,3,1,1,3,1,4,5fb93f3349adcb75d64045d1,Zl-50U1tsBM,23,United Kingdom,United Kingdom,"London, England ",Unemployed (and job seeking),English,No,United Kingdom,Female,No,4.0,4.0,4.0,5.0,5.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,3.0,3.0,masc,4.666666666666667,resolutely feminine,3.0
5,4,2,2,3,3,2,5b2a3000a29ccd0001154e8c,2-m3SEGs0kM,35,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,English,No,United Kingdom,Female,No,6.0,6.0,3.0,4.0,5.0,5.0,Female,Woman,,Heterosexual (straight),,White,Yes,3.0,4.0,mix,4.833333333333333,resolutely feminine,3.5
2,2,1,1,2,1,1,5fb93f3349adcb75d64045d1,2-m3SEGs0kM,23,United Kingdom,United Kingdom,"London, England ",Unemployed (and job seeking),English,No,United Kingdom,Female,No,4.0,4.0,4.0,5.0,5.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,3.0,3.0,mix,4.666666666666667,resolutely feminine,3.0
6,1,6,6,5,1,2,5f296dc899c65605ad881760,VIqv8YRVDuY,21,United Kingdom,United Kingdom,Scotland,Part-Time,English,No,United Kingdom,Female,Yes,6.0,6.0,5.0,7.0,7.0,7.0,Female,Woman,,Heterosexual (straight),,Multiple ethnic groups,No,4.0,7.0,fem,6.333333333333333,resolutely feminine,5.5
5,4,4,4,4,2,3,593b5b0e6c168c000177899a,2-m3SEGs0kM,32,United Kingdom,United Kingdom,Scotland,DATA EXPIRED,English,No,United Kingdom,Male,DATA EXPIRED,3.0,2.0,5.0,5.0,5.0,3.0,Male,Man,,Bisexual,,White,Yes,3.0,3.0,mix,3.8333333333333335,neither nor,3.0
6,5,4,3,4,1,2,56b78f11e77ebe000cbefe79,2-m3SEGs0kM,56,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,English,No,United Kingdom,Female,No,7.0,7.0,4.0,5.0,4.0,7.0,Female,Woman,,Heterosexual (straight),,White,Yes,8.0,7.0,mix,5.666666666666667,resolutely feminine,7.5
6,4,6,5,4,1,3,56b78f11e77ebe000cbefe79,VIqv8YRVDuY,56,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,English,No,United Kingdom,Female,No,7.0,7.0,4.0,5.0,4.0,7.0,Female,Woman,,Heterosexual (straight),,White,Yes,8.0,7.0,fem,5.666666666666667,resolutely feminine,7.5
2,2,1,1,7,4,3,5f314ce90c431b614b338399,Zl-50U1tsBM,31,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,English,No,United Kingdom,Male,No,2.0,2.0,3.0,3.0,3.0,2.0,Male,Man,,Heterosexual (straight),,White,No,5.0,4.0,masc,2.5,neither nor,4.5
5,4,2,3,2,1,1,5f314ce90c431b614b338399,2-m3SEGs0kM,31,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,English,No,United Kingdom,Male,No,2.0,2.0,3.0,3.0,3.0,2.0,Male,Man,,Heterosexual (straight),,White,No,5.0,4.0,mix,2.5,neither nor,4.5
2,1,1,1,6,6,5,60cdeff241a42f560409755c,HO-GyyhtDnA,39,United Kingdom,United Kingdom,Scotland,Full-Time,English,No,United Kingdom,Male,No,1.0,1.0,3.0,3.0,2.0,1.0,Male,Man,,Heterosexual (straight),,White,No,7.0,7.0,masc,1.8333333333333333,resolutely masculine,7.0
4,4,3,2,2,1,1,60cdeff241a42f560409755c,2-m3SEGs0kM,39,United Kingdom,United Kingdom,Scotland,Full-Time,English,No,United Kingdom,Male,No,1.0,1.0,3.0,3.0,2.0,1.0,Male,Man,,Heterosexual (straight),,White,No,7.0,7.0,mix,1.8333333333333333,resolutely masculine,7.0
3,2,1,2,3,1,1,60cdeff241a42f560409755c,cYszuGaptkk,39,United Kingdom,United Kingdom,Scotland,Full-Time,English,No,United Kingdom,Male,No,1.0,1.0,3.0,3.0,2.0,1.0,Male,Man,,Heterosexual (straight),,White,No,7.0,7.0,mix,1.8333333333333333,resolutely masculine,7.0
3,2,4,5,1,1,1,60cdeff241a42f560409755c,pdzliNhlqWI,39,United Kingdom,United Kingdom,Scotland,Full-Time,English,No,United Kingdom,Male,No,1.0,1.0,3.0,3.0,2.0,1.0,Male,Man,,Heterosexual (straight),,White,No,7.0,7.0,fem,1.8333333333333333,resolutely masculine,7.0
2,1,1,1,6,6,6,60cdeff241a42f560409755c,Zl-50U1tsBM,39,United Kingdom,United Kingdom,Scotland,Full-Time,English,No,United Kingdom,Male,No,1.0,1.0,3.0,3.0,2.0,1.0,Male,Man,,Heterosexual (straight),,White,No,7.0,7.0,masc,1.8333333333333333,resolutely masculine,7.0
4,1,6,6,1,1,1,60cdeff241a42f560409755c,VIqv8YRVDuY,39,United Kingdom,United Kingdom,Scotland,Full-Time,English,No,United Kingdom,Male,No,1.0,1.0,3.0,3.0,2.0,1.0,Male,Man,,Heterosexual (straight),,White,No,7.0,7.0,fem,1.8333333333333333,resolutely masculine,7.0
3,3,2,1,3,4,3,5c9034a2eedbd9001573ca14,Zl-50U1tsBM,57,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,3.0,3.0,3.0,3.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,Yes,7.0,8.0,masc,2.6666666666666665,neither nor,7.5
4,4,3,2,3,4,3,5fd8d3516c28582c83e0047a,cYszuGaptkk,28,Finland,United Kingdom,"London, England ",Part-Time,English,No,Finland,Female,No,6.0,6.0,5.0,6.0,6.0,6.0,Female,Woman,,Bisexual,,White,Yes,7.0,6.0,mix,5.833333333333333,resolutely feminine,6.5
5,1,3,3,4,1,1,5d52c9a1954940001995c26a,VIqv8YRVDuY,34,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,English,No,United Kingdom,Female,No,6.0,6.0,6.0,5.0,6.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,6.0,5.0,fem,6.0,resolutely feminine,5.5
5,4,4,3,5,2,3,5fd8d3516c28582c83e0047a,Zl-50U1tsBM,28,Finland,United Kingdom,"London, England ",Part-Time,English,No,Finland,Female,No,6.0,6.0,5.0,6.0,6.0,6.0,Female,Woman,,Bisexual,,White,Yes,7.0,6.0,masc,5.833333333333333,resolutely feminine,6.5
3,2,1,1,4,4,1,5d52c9a1954940001995c26a,Zl-50U1tsBM,34,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,English,No,United Kingdom,Female,No,6.0,6.0,6.0,5.0,6.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,6.0,5.0,masc,6.0,resolutely feminine,5.5
4,4,4,3,4,1,2,5fd8d3516c28582c83e0047a,VIqv8YRVDuY,28,Finland,United Kingdom,"London, England ",Part-Time,English,No,Finland,Female,No,6.0,6.0,5.0,6.0,6.0,6.0,Female,Woman,,Bisexual,,White,Yes,7.0,6.0,fem,5.833333333333333,resolutely feminine,6.5
4,3,3,4,2,1,1,5d52c9a1954940001995c26a,pdzliNhlqWI,34,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,English,No,United Kingdom,Female,No,6.0,6.0,6.0,5.0,6.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,6.0,5.0,fem,6.0,resolutely feminine,5.5
4,4,3,2,4,2,3,5fd8d3516c28582c83e0047a,2-m3SEGs0kM,28,Finland,United Kingdom,"London, England ",Part-Time,English,No,Finland,Female,No,6.0,6.0,5.0,6.0,6.0,6.0,Female,Woman,,Bisexual,,White,Yes,7.0,6.0,mix,5.833333333333333,resolutely feminine,6.5
2,1,1,1,5,4,1,5d52c9a1954940001995c26a,HO-GyyhtDnA,34,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,English,No,United Kingdom,Female,No,6.0,6.0,6.0,5.0,6.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,6.0,5.0,masc,6.0,resolutely feminine,5.5
5,4,3,3,4,2,5,5f15a35ae74deb1deeb0668b,HO-GyyhtDnA,21,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,English,No,United Kingdom,Female,Yes,5.0,5.0,5.0,5.0,5.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,6.0,5.0,masc,5.166666666666667,resolutely feminine,5.5
4,3,3,3,4,2,3,5fd8d3516c28582c83e0047a,HO-GyyhtDnA,28,Finland,United Kingdom,"London, England ",Part-Time,English,No,Finland,Female,No,6.0,6.0,5.0,6.0,6.0,6.0,Female,Woman,,Bisexual,,White,Yes,7.0,6.0,masc,5.833333333333333,resolutely feminine,6.5
6,6,2,2,5,1,1,5d52c9a1954940001995c26a,cYszuGaptkk,34,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,English,No,United Kingdom,Female,No,6.0,6.0,6.0,5.0,6.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,6.0,5.0,mix,6.0,resolutely feminine,5.5
5,4,4,2,3,1,3,5fd8d3516c28582c83e0047a,pdzliNhlqWI,28,Finland,United Kingdom,"London, England ",Part-Time,English,No,Finland,Female,No,6.0,6.0,5.0,6.0,6.0,6.0,Female,Woman,,Bisexual,,White,Yes,7.0,6.0,fem,5.833333333333333,resolutely feminine,6.5
6,5,2,2,4,3,1,5d52c9a1954940001995c26a,2-m3SEGs0kM,34,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,English,No,United Kingdom,Female,No,6.0,6.0,6.0,5.0,6.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,6.0,5.0,mix,6.0,resolutely feminine,5.5
5,6,4,4,5,2,4,5f15a35ae74deb1deeb0668b,2-m3SEGs0kM,21,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,English,No,United Kingdom,Female,Yes,5.0,5.0,5.0,5.0,5.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,6.0,5.0,mix,5.166666666666667,resolutely feminine,5.5
2,1,1,1,3,5,2,593b5b0e6c168c000177899a,HO-GyyhtDnA,32,United Kingdom,United Kingdom,Scotland,DATA EXPIRED,English,No,United Kingdom,Male,DATA EXPIRED,3.0,2.0,5.0,5.0,5.0,3.0,Male,Man,,Bisexual,,White,Yes,3.0,3.0,masc,3.8333333333333335,neither nor,3.0
2,1,1,1,4,4,1,6074130be61cc52f7acdd375,HO-GyyhtDnA,27,United Kingdom,United Kingdom,Scotland,Full-Time,English,No,United Kingdom,Male,No,3.0,2.0,2.0,2.0,2.0,3.0,Male,Man,,Heterosexual (straight),,White,No,8.0,8.0,masc,2.333333333333333,resolutely masculine,8.0
2,2,2,2,5,1,4,5e1ccec8551fa0000cdc1f0b,HO-GyyhtDnA,38,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,Yes,2.0,2.0,4.0,4.0,3.0,3.0,Male,Man,,Heterosexual (straight),,White,Yes,2.0,2.0,masc,3.0,neither nor,2.0
5,4,4,4,6,1,5,5e7886313dacaa3fbb808a67,Zl-50U1tsBM,41,United Kingdom,United Kingdom,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,2.0,2.0,3.0,2.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,Yes,6.0,5.0,masc,2.1666666666666665,resolutely masculine,5.5
2,2,3,2,4,1,1,5f3d63427c561a0f0d0cb09c,pdzliNhlqWI,41,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,3.0,3.0,5.0,4.0,4.0,2.0,Male,Man,,Homosexual (lesbian or gay),,White,Yes,3.0,3.0,fem,3.5,neither nor,3.0
5,2,6,3,3,1,3,5e1ccec8551fa0000cdc1f0b,pdzliNhlqWI,38,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,Yes,2.0,2.0,4.0,4.0,3.0,3.0,Male,Man,,Heterosexual (straight),,White,Yes,2.0,2.0,fem,3.0,neither nor,2.0
4,4,2,2,5,1,4,5e1ccec8551fa0000cdc1f0b,cYszuGaptkk,38,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,Yes,2.0,2.0,4.0,4.0,3.0,3.0,Male,Man,,Heterosexual (straight),,White,Yes,2.0,2.0,mix,3.0,neither nor,2.0
5,3,6,3,4,1,4,5e1ccec8551fa0000cdc1f0b,VIqv8YRVDuY,38,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,Yes,2.0,2.0,4.0,4.0,3.0,3.0,Male,Man,,Heterosexual (straight),,White,Yes,2.0,2.0,fem,3.0,neither nor,2.0
1,1,1,1,1,1,1,5fde8fc3c0e40a651914c261,cYszuGaptkk,30,United Kingdom,United Kingdom,"London, England ",Part-Time,English,No,United Kingdom,Male,No,3.0,4.0,6.0,4.0,6.0,3.0,Male,Man,,Homosexual (lesbian or gay),,White,No,10.0,10.0,mix,4.333333333333333,neither nor,10.0
6,4,1,1,7,7,7,5d6a55cb78fce300014e078e,Zl-50U1tsBM,28,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,English,No,United Kingdom,Male,No,4.0,1.0,3.0,3.0,4.0,1.0,Male,Man,,Heterosexual (straight),,Multiple ethnic groups,No,2.0,2.0,masc,2.6666666666666665,neither nor,2.0
6,6,5,5,4,1,2,61bb378040db417c1a138a7c,VIqv8YRVDuY,58,Hong Kong,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,English,No,United Kingdom,Male,No,2.0,2.0,3.0,2.0,3.0,3.0,Male,Man,,Heterosexual (straight),,Asian,No,7.0,6.0,fem,2.5,neither nor,6.5
7,7,1,4,4,4,1,5d6a55cb78fce300014e078e,2-m3SEGs0kM,28,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,English,No,United Kingdom,Male,No,4.0,1.0,3.0,3.0,4.0,1.0,Male,Man,,Heterosexual (straight),,Multiple ethnic groups,No,2.0,2.0,mix,2.6666666666666665,neither nor,2.0
7,2,3,1,3,1,1,5e63adfb9ab3e612a6913e14,pdzliNhlqWI,43,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Unemployed (and job seeking),English,No,United Kingdom,Male,No,2.0,3.0,3.0,4.0,2.0,1.0,Male,Man,,Heterosexual (straight),,White,No,5.0,2.0,fem,2.5,neither nor,3.5
4,1,2,1,4,1,2,5e63adfb9ab3e612a6913e14,Zl-50U1tsBM,43,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Unemployed (and job seeking),English,No,United Kingdom,Male,No,2.0,3.0,3.0,4.0,2.0,1.0,Male,Man,,Heterosexual (straight),,White,No,5.0,2.0,masc,2.5,neither nor,3.5
4,3,2,2,3,2,2,615822379d204660be9076d9,HO-GyyhtDnA,22,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",DATA EXPIRED,English,No,United Kingdom,Male,No,1.0,1.0,1.0,1.0,2.0,1.0,Male,Man,,Heterosexual (straight),,White,No,5.0,5.0,masc,1.1666666666666667,resolutely masculine,5.0
1,2,1,5,1,1,1,5e8f8ebc09b58f28c329da6f,pdzliNhlqWI,32,Switzerland,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,English,No,United Kingdom,Male,No,3.0,1.0,4.0,4.0,5.0,3.0,Male,Man,,Heterosexual (straight),,White,No,4.0,3.0,fem,3.333333333333333,neither nor,3.5
2,1,1,1,5,1,1,5e8f8ebc09b58f28c329da6f,Zl-50U1tsBM,32,Switzerland,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,English,No,United Kingdom,Male,No,3.0,1.0,4.0,4.0,5.0,3.0,Male,Man,,Heterosexual (straight),,White,No,4.0,3.0,masc,3.333333333333333,neither nor,3.5
2,1,1,1,5,5,4,5810a2fa7d3e6d0001df294c,HO-GyyhtDnA,38,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,English,No,United Kingdom,Male,No,4.0,3.0,2.0,3.0,4.0,2.0,Male,Man,,Heterosexual (straight),,White,No,5.0,3.0,masc,3.0,neither nor,4.0
3,2,1,1,2,1,1,5d5ee5dc742933001d8f3b4c,2-m3SEGs0kM,27,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,English,No,United Kingdom,Female,Yes,6.0,6.0,4.0,4.0,4.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,5.0,3.0,mix,5.166666666666667,resolutely feminine,4.0
1,1,1,1,4,3,3,59feed1da383a100011b3eaa,HO-GyyhtDnA,47,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,English,No,United Kingdom,Male,No,2.0,2.0,3.0,4.0,4.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,8.0,masc,2.833333333333333,neither nor,7.0
2,1,1,1,2,1,2,59feed1da383a100011b3eaa,pdzliNhlqWI,47,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,English,No,United Kingdom,Male,No,2.0,2.0,3.0,4.0,4.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,8.0,fem,2.833333333333333,neither nor,7.0
3,2,1,2,4,1,4,59feed1da383a100011b3eaa,cYszuGaptkk,47,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,English,No,United Kingdom,Male,No,2.0,2.0,3.0,4.0,4.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,8.0,mix,2.833333333333333,neither nor,7.0
3,2,1,1,4,5,1,6074130be61cc52f7acdd375,Zl-50U1tsBM,27,United Kingdom,United Kingdom,Scotland,Full-Time,English,No,United Kingdom,Male,No,3.0,2.0,2.0,2.0,2.0,3.0,Male,Man,,Heterosexual (straight),,White,No,8.0,8.0,masc,2.333333333333333,resolutely masculine,8.0
4,2,3,2,4,1,3,5f3d63427c561a0f0d0cb09c,VIqv8YRVDuY,41,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,3.0,3.0,5.0,4.0,4.0,2.0,Male,Man,,Homosexual (lesbian or gay),,White,Yes,3.0,3.0,fem,3.5,neither nor,3.0
7,5,6,7,4,1,6,5e7886313dacaa3fbb808a67,VIqv8YRVDuY,41,United Kingdom,United Kingdom,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,2.0,2.0,3.0,2.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,Yes,6.0,5.0,fem,2.1666666666666665,resolutely masculine,5.5
1,1,1,1,2,1,1,5fde8fc3c0e40a651914c261,Zl-50U1tsBM,30,United Kingdom,United Kingdom,"London, England ",Part-Time,English,No,United Kingdom,Male,No,3.0,4.0,6.0,4.0,6.0,3.0,Male,Man,,Homosexual (lesbian or gay),,White,No,10.0,10.0,masc,4.333333333333333,neither nor,10.0
3,1,2,2,2,1,1,5fde8fc3c0e40a651914c261,pdzliNhlqWI,30,United Kingdom,United Kingdom,"London, England ",Part-Time,English,No,United Kingdom,Male,No,3.0,4.0,6.0,4.0,6.0,3.0,Male,Man,,Homosexual (lesbian or gay),,White,No,10.0,10.0,fem,4.333333333333333,neither nor,10.0
4,2,3,2,2,1,2,5fde8fc3c0e40a651914c261,VIqv8YRVDuY,30,United Kingdom,United Kingdom,"London, England ",Part-Time,English,No,United Kingdom,Male,No,3.0,4.0,6.0,4.0,6.0,3.0,Male,Man,,Homosexual (lesbian or gay),,White,No,10.0,10.0,fem,4.333333333333333,neither nor,10.0
7,7,4,4,4,1,1,5d6a55cb78fce300014e078e,pdzliNhlqWI,28,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,English,No,United Kingdom,Male,No,4.0,1.0,3.0,3.0,4.0,1.0,Male,Man,,Heterosexual (straight),,Multiple ethnic groups,No,2.0,2.0,fem,2.6666666666666665,neither nor,2.0
