Electric_Acoustic,Distorted_Clear,Many_FewInstruments,Loud_Soft,Heavy_Light,High pitch_Low pitch,Wide_Narrow_pitch_variation,Punchy_Smooth,Harmonious_Disharmonious,Clear_NoMelody,Repetitive_NonRepetitive,Complex_SimpleRhythm,Fast_SlowTempo,Dense_Sparse,Strong_WeakBeat,prolific_id,stimulus_id,age,Country of Birth,Current Country of Residence,Current UK area of residence,Employment Status,Experience with musical instruments,First Language,Hearing difficulties,Nationality,Sex,Student Status,target
3,7,5,4,6,4,4,2,2,2,2,3,3,4,4,5af4cd9c20299700016d1245,pdzliNhlqWI,37,United Kingdom,United Kingdom,Scotland,"Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
2,3,6,5,6,2,6,4,5,5,3,6,3,5,5,6037a63eb08c240350cfd0db,VIqv8YRVDuY,48,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
2,6,2,5,5,3,5,3,2,3,3,5,3,3,5,5fc93d0e16b69439e106238e,cYszuGaptkk,29,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
3,3,5,2,3,7,5,2,6,3,3,5,2,2,3,5b7924d8338a93000154ad21,Zl-50U1tsBM,34,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
5,5,3,5,3,6,6,5,5,6,5,4,4,1,4,5dfc01544a2ad4918e665575,Zl-50U1tsBM,57,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
5,6,4,5,5,3,3,5,4,3,3,5,4,5,6,5dfc01544a2ad4918e665575,2-m3SEGs0kM,57,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
3,6,5,3,6,2,5,2,2,3,3,6,3,3,3,5b7924d8338a93000154ad21,pdzliNhlqWI,34,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
3,3,6,2,2,7,6,1,6,6,3,6,2,2,2,5b7924d8338a93000154ad21,HO-GyyhtDnA,34,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
2,2,3,2,1,3,3,2,5,4,5,3,3,2,3,5a95d013f6dfdd0001ea60be,Zl-50U1tsBM,55,United Kingdom,United Kingdom,Northern Ireland,Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,Yes,masc
4,3,2,2,4,3,1,5,5,6,3,6,5,5,5,60bb9dd521d84c33662850ae,Zl-50U1tsBM,29,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
2,6,5,7,6,2,2,3,2,2,2,6,5,6,5,60bb9dd521d84c33662850ae,pdzliNhlqWI,29,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
2,6,6,5,6,3,6,2,4,3,1,5,2,5,4,6027cc78c597e0049f3e455d,2-m3SEGs0kM,54,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
1,2,6,3,3,6,6,3,6,6,3,6,5,5,5,6037a63eb08c240350cfd0db,HO-GyyhtDnA,48,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
2,5,5,2,3,4,3,5,5,5,3,5,3,3,3,60a6b2ed58d0aaed52f1dcf4,HO-GyyhtDnA,45,South Africa,United Kingdom,"London, England ",DATA EXPIRED,Yes. For 5+ years.,English,No,United Kingdom,Male,DATA EXPIRED,masc
2,6,5,6,6,2,5,3,2,2,2,6,3,3,6,5fc93d0e16b69439e106238e,VIqv8YRVDuY,29,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
2,6,6,6,3,6,2,2,6,3,3,3,5,3,3,612b5a2c55286e4cf74a63ee,Zl-50U1tsBM,47,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",DATA EXPIRED,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
2,6,2,3,2,6,2,2,3,2,3,5,2,2,3,5fc93d0e16b69439e106238e,Zl-50U1tsBM,29,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
3,4,5,4,6,2,2,5,4,5,4,5,3,2,6,5dfc01544a2ad4918e665575,pdzliNhlqWI,57,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
5,7,6,3,7,2,3,1,6,6,3,3,5,5,5,612b5a2c55286e4cf74a63ee,cYszuGaptkk,47,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",DATA EXPIRED,Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
3,3,5,5,3,5,6,3,4,6,2,5,3,2,2,608702d7661a76c56f62a02a,cYszuGaptkk,39,United Kingdom,United Kingdom,Wales,Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
6,7,6,7,7,3,6,3,2,3,3,6,4,5,5,5ebd495e39fb6f017b95054a,pdzliNhlqWI,59,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,Yes. For 5+ years.,English,No,Ireland,Male,No,fem
5,4,4,5,6,2,3,6,4,4,3,4,3,4,5,5dfc01544a2ad4918e665575,cYszuGaptkk,57,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
3,3,2,6,2,6,5,2,6,6,5,4,3,3,3,60c114f1542c86cb1e3e7c86,HO-GyyhtDnA,26,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
6,6,7,6,6,4,5,3,4,3,2,5,3,6,2,608702d7661a76c56f62a02a,2-m3SEGs0kM,39,United Kingdom,United Kingdom,Wales,Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
3,6,6,6,6,3,5,5,3,4,3,6,5,5,5,5ebd495e39fb6f017b95054a,VIqv8YRVDuY,59,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,Yes. For 5+ years.,English,No,Ireland,Male,No,fem
3,4,5,3,5,2,5,2,3,3,3,6,2,2,3,5b7924d8338a93000154ad21,2-m3SEGs0kM,34,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
3,2,2,1,1,6,6,2,6,6,3,5,3,1,4,5dfc01544a2ad4918e665575,HO-GyyhtDnA,57,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
2,3,3,3,2,6,6,2,3,6,2,3,1,3,2,608702d7661a76c56f62a02a,Zl-50U1tsBM,39,United Kingdom,United Kingdom,Wales,Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
3,5,3,3,3,3,3,2,3,3,3,2,3,3,2,5d4d9ea8c088850019ec5b32,pdzliNhlqWI,46,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
3,5,4,5,6,5,6,2,3,6,1,6,5,6,2,608702d7661a76c56f62a02a,pdzliNhlqWI,39,United Kingdom,United Kingdom,Wales,Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
3,6,3,7,7,3,3,5,2,5,3,6,3,3,6,60bb9dd521d84c33662850ae,cYszuGaptkk,29,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
6,6,6,6,6,3,5,2,3,3,2,5,3,5,3,56bb1e18724769000bb745f2,2-m3SEGs0kM,45,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
3,6,5,3,5,3,3,3,3,3,3,5,4,5,3,56bb1e18724769000bb745f2,pdzliNhlqWI,45,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
3,4,5,3,2,5,4,2,2,4,6,4,3,2,3,5d979f377bc9750018a7a6bf,Zl-50U1tsBM,28,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
3,4,5,4,5,2,2,3,5,4,5,4,4,4,5,5d979f377bc9750018a7a6bf,VIqv8YRVDuY,28,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
3,7,7,7,7,3,5,4,3,2,2,2,4,4,4,5ebd495e39fb6f017b95054a,2-m3SEGs0kM,59,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,Yes. For 5+ years.,English,No,Ireland,Male,No,mix
6,5,5,6,6,6,6,7,2,1,1,6,3,3,4,5fc00a11268eb941e7d8b066,2-m3SEGs0kM,24,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Unemployed (and job seeking),Yes. For 5+ years.,English,No,United Kingdom,Male,Yes,mix
3,3,2,4,2,6,6,2,3,3,2,5,2,1,3,5fc00a11268eb941e7d8b066,HO-GyyhtDnA,24,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Unemployed (and job seeking),Yes. For 5+ years.,English,No,United Kingdom,Male,Yes,masc
3,2,3,3,6,5,1,1,6,5,7,3,2,3,6,5de0803843e90d0fcc462b13,cYszuGaptkk,28,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Other,Yes. For 5+ years.,English,No,United Kingdom,Male,Yes,mix
3,5,3,6,6,2,6,5,2,2,3,6,3,3,2,5de0803843e90d0fcc462b13,pdzliNhlqWI,28,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Other,Yes. For 5+ years.,English,No,United Kingdom,Male,Yes,fem
3,6,3,2,6,2,5,1,6,5,6,3,3,6,5,5de0803843e90d0fcc462b13,VIqv8YRVDuY,28,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Other,Yes. For 5+ years.,English,No,United Kingdom,Male,Yes,fem
6,5,5,4,6,3,6,2,2,2,1,7,3,5,3,60b7be9f5e3d9290ded3bedf,2-m3SEGs0kM,31,Singapore,United Kingdom,Wales,Full-Time,Yes. For 5+ years.,English,No,Singapore,Female,DATA EXPIRED,mix
3,4,4,3,6,4,4,3,2,2,2,6,5,5,4,601969ac51c0bc0556499ddd,pdzliNhlqWI,51,United Kingdom,United Kingdom,Scotland,Unemployed (and job seeking),Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
4,1,4,7,7,4,4,4,4,4,4,4,4,4,4,5d432a9dfc19f8001a2964e7,cYszuGaptkk,25,United Kingdom,United Kingdom,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
3,4,7,3,6,4,4,3,7,7,6,7,7,4,4,601969ac51c0bc0556499ddd,HO-GyyhtDnA,51,United Kingdom,United Kingdom,Scotland,Unemployed (and job seeking),Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,5d432a9dfc19f8001a2964e7,HO-GyyhtDnA,25,United Kingdom,United Kingdom,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
7,7,7,7,7,1,7,7,1,4,7,7,4,7,6,5d432a9dfc19f8001a2964e7,VIqv8YRVDuY,25,United Kingdom,United Kingdom,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
4,4,6,4,3,6,4,4,7,6,4,4,4,4,6,5b82e33f184f45000155f0ba,Zl-50U1tsBM,35,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
3,6,5,4,5,4,6,4,3,2,3,5,5,5,5,6057810acf80d91784eb5b15,pdzliNhlqWI,20,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Other,Yes. For 5+ years.,English,No,United Kingdom,Female,Yes,fem
4,3,4,4,4,4,4,4,7,7,5,5,4,4,6,5b82e33f184f45000155f0ba,cYszuGaptkk,35,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
2,3,6,1,1,5,7,2,7,7,3,2,5,3,3,612b5a2c55286e4cf74a63ee,HO-GyyhtDnA,47,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",DATA EXPIRED,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
2,3,3,3,2,4,3,3,3,5,3,4,3,3,3,57a6891d8eccbc0001f39f89,HO-GyyhtDnA,50,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
5,6,3,3,3,4,2,3,2,3,5,3,3,3,3,57a6891d8eccbc0001f39f89,VIqv8YRVDuY,50,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
2,3,4,3,3,4,3,3,2,3,3,6,3,3,2,57a6891d8eccbc0001f39f89,pdzliNhlqWI,50,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
3,3,3,3,3,5,4,3,3,5,5,3,2,3,3,57a6891d8eccbc0001f39f89,cYszuGaptkk,50,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
6,6,3,4,6,3,4,2,2,2,6,7,3,2,2,60b7be9f5e3d9290ded3bedf,pdzliNhlqWI,31,Singapore,United Kingdom,Wales,Full-Time,Yes. For 5+ years.,English,No,Singapore,Female,DATA EXPIRED,fem
6,6,6,5,7,1,5,4,3,3,3,6,3,5,3,5de0803843e90d0fcc462b13,2-m3SEGs0kM,28,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Other,Yes. For 5+ years.,English,No,United Kingdom,Male,Yes,mix
7,7,7,7,7,1,7,7,1,1,1,7,3,7,1,5d432a9dfc19f8001a2964e7,2-m3SEGs0kM,25,United Kingdom,United Kingdom,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
7,7,7,7,7,2,7,3,3,1,1,7,4,7,4,6057810acf80d91784eb5b15,2-m3SEGs0kM,20,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Other,Yes. For 5+ years.,English,No,United Kingdom,Female,Yes,mix
3,5,3,3,5,3,3,3,4,5,4,3,3,5,3,56bb1e18724769000bb745f2,VIqv8YRVDuY,45,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
3,5,2,6,3,5,6,2,3,3,2,3,2,3,3,5fc00a11268eb941e7d8b066,cYszuGaptkk,24,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Unemployed (and job seeking),Yes. For 5+ years.,English,No,United Kingdom,Male,Yes,mix
5,6,3,3,2,6,6,2,3,3,2,4,2,2,3,5fc00a11268eb941e7d8b066,Zl-50U1tsBM,24,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Unemployed (and job seeking),Yes. For 5+ years.,English,No,United Kingdom,Male,Yes,masc
3,3,2,2,2,4,2,3,2,5,5,5,3,2,2,57a6891d8eccbc0001f39f89,Zl-50U1tsBM,50,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
4,4,4,4,4,3,4,3,3,3,5,6,4,4,6,601969ac51c0bc0556499ddd,VIqv8YRVDuY,51,United Kingdom,United Kingdom,Scotland,Unemployed (and job seeking),Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
3,4,7,7,3,4,4,3,2,4,7,4,2,1,7,5d432a9dfc19f8001a2964e7,Zl-50U1tsBM,25,United Kingdom,United Kingdom,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
5,5,4,3,3,4,2,3,2,4,5,5,4,3,3,6057810acf80d91784eb5b15,cYszuGaptkk,20,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Other,Yes. For 5+ years.,English,No,United Kingdom,Female,Yes,mix
4,3,4,4,4,4,4,3,7,7,4,4,4,4,5,5b82e33f184f45000155f0ba,VIqv8YRVDuY,35,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
1,2,3,1,1,4,6,1,7,1,2,4,2,2,3,6057810acf80d91784eb5b15,HO-GyyhtDnA,20,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Other,Yes. For 5+ years.,English,No,United Kingdom,Female,Yes,masc
1,2,6,3,2,6,2,1,1,1,3,6,1,2,2,6057810acf80d91784eb5b15,Zl-50U1tsBM,20,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Other,Yes. For 5+ years.,English,No,United Kingdom,Female,Yes,masc
3,5,5,3,5,3,5,3,4,5,5,3,3,5,3,56bb1e18724769000bb745f2,cYszuGaptkk,45,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
2,4,4,2,4,3,5,2,3,3,2,5,4,5,3,5d979f377bc9750018a7a6bf,pdzliNhlqWI,28,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
7,7,6,7,7,1,5,3,2,1,1,5,2,7,3,5f196e2fab8a9003090bd474,2-m3SEGs0kM,21,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,Yes,mix
2,5,3,2,6,3,5,2,2,2,1,6,3,3,1,5f196e2fab8a9003090bd474,pdzliNhlqWI,21,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,Yes,fem
6,6,7,7,7,2,6,5,2,2,2,6,3,6,3,5ed18d516f7b8e0e377758fa,2-m3SEGs0kM,44,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
1,1,2,1,1,6,5,1,5,5,4,4,3,1,3,5f196e2fab8a9003090bd474,HO-GyyhtDnA,21,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,Yes,masc
4,6,5,6,6,3,3,5,4,5,3,4,5,3,4,60d205ced0447ecd3d238b03,VIqv8YRVDuY,24,United Kingdom,United Kingdom,Scotland,Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
2,1,5,3,1,3,6,6,4,6,3,6,3,3,6,60d205ced0447ecd3d238b03,HO-GyyhtDnA,24,United Kingdom,United Kingdom,Scotland,Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
7,7,6,6,7,2,6,3,2,1,2,6,5,5,2,60d205ced0447ecd3d238b03,2-m3SEGs0kM,24,United Kingdom,United Kingdom,Scotland,Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
6,3,3,2,1,6,5,3,4,3,5,4,2,2,3,60d205ced0447ecd3d238b03,Zl-50U1tsBM,24,United Kingdom,United Kingdom,Scotland,Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
4,5,5,3,4,2,2,4,4,3,3,5,3,3,4,6147a56ede21f199226e8b7a,VIqv8YRVDuY,24,France,United Kingdom,"London, England ",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
5,5,7,3,3,7,5,2,1,1,3,6,2,1,2,612550d21d30a44cb0d2d579,Zl-50U1tsBM,41,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Other,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
6,3,2,3,5,4,3,2,3,4,5,5,3,3,6,5ecb7a2d7a32d26eca7526ba,VIqv8YRVDuY,52,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,DATA EXPIRED,fem
2,6,3,2,4,4,4,3,2,2,2,3,3,3,1,5f7e0c5f582257095a86ff6e,pdzliNhlqWI,39,United Kingdom,United Kingdom,Wales,Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
2,6,4,3,6,4,3,5,3,4,3,5,3,5,3,5ed18d516f7b8e0e377758fa,VIqv8YRVDuY,44,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
3,5,2,5,7,3,2,3,2,6,6,5,3,3,5,5ff0bcb250c73d4aad16886f,VIqv8YRVDuY,30,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
6,6,3,5,6,3,3,3,1,1,2,7,5,5,3,5ff0bcb250c73d4aad16886f,pdzliNhlqWI,30,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
3,3,4,5,3,4,4,3,5,6,6,6,3,5,4,5ed18d516f7b8e0e377758fa,cYszuGaptkk,44,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
2,2,5,1,1,5,5,3,3,6,3,5,4,5,6,5ff0bcb250c73d4aad16886f,HO-GyyhtDnA,30,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
5,6,5,5,3,5,5,3,2,6,5,3,3,3,5,5ff0bcb250c73d4aad16886f,Zl-50U1tsBM,30,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
