stimulus_id,all_genders,voice_type,voice_age,voice_gender,voice_exagg,title,description,upload_date,download
M7FLctp7tMk,Girls/women,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys -  Chubby Puppies Single Puppy Pack Assortment,"Chubby Puppies are stumbling, fumbling, tumbling cuteness you’ll fall for. Each rollie pollie Chubby Puppy is unique and waddles and hops in their own adorable way. Customise their legs for even funnier walks and hops. These adorable puppies love to run after their toys with their tongues and ears flapping as they bob up and down. They each come with a special chew toy that they can hold with their tongue. Adopt your Chubby Puppy today, and collect them all. Styles and contents may vary.

http://www.smythstoys.com/uk/en-gb/toys/fashion-dolls/c-513/other-fashion-dolls/p-14478/chubby-puppies-single-puppy-pack-assortment/",20150903,True
oXkPfK4qEHQ,Girls/women,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Chocolate Pen - Smyths Toys,"Create in delicious style with the better-than-ever Chocolate Pen!

Buy online at https://www.smythstoys.com/uk/en-gb/toys/creativity-music-and-partyware/art-sets/chocolate-pen/p/190168

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20200807,True
s6K40WoEq78,Boys/men,Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Clawball by Swerveball - Smyths Toys,"Clawball by Swerveball brings you enhanced basketball control. Now you can palm a basketball like the pros with the specially designed Grip Zone.

Palm it, dunk it and shoot it with more grip for more control. The unique nodules are designed to work with any hand size, bringing you more power over your game.

Shop Now: https://www.smythstoys.com/outdoor/basketball/clawball-by-swerveball/p/195753

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys #ClawBall #Swerveball #Basketball",20210426,True
Mmr-i3_1sFc,There are no actors/presenters or you can never see their faces,Spoken,Children,Masculine,"No, all voices are normal-sounding",How to use the QR Codes in the Smyths Toys Catalogue,"Find the QR Codes in this year's Smyths Toys Catalogue, and watch your favourite toys come to life!

Pick up your copy in-store today.

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys #ToyCatalogue #HowTo",20211001,True
tunMW9JZVCc,Boys/men,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys - Qixels 3D,"Qixels 3D Design Maker
The Qixels 3D Design Maker gives you the power to shape and create Qixels in 3D! Use the 3D Maker's unique 'layer by layer' technology to add another dimension to your creations and make them stand out from the rest. Build them up and build them out and start building a 3D Qixel World! Build up your design and brush with water and they magically stick together! When they dry, they stay and you’re ready to play! There are tonnes of cool themes to choose from in the 3D range!
Buy online at https://www.smythstoys.com/uk/en-gb/toys/action-figures-and-playsets/qixels/qixels-3d-design-maker/p/153807

Qixels 3D Theme Refill Pack Series 4 – Assortment
Qixels are the cubes that fuse together when sprayed with water. The Qixels 3D Refil Pack contains 300 Qixels 3D cubes to be used with the Qixels 3D Maker (sold separately) Create a variety of super cool Qixels characters and objects. 6 themes to collect Alien Strikers, Bugs Outbreak, Jungle World, Air Speed, Arctic Wild, Dino Danger (Each sold separately) Refill Pack Contents: 300 cubes, 20 single support cubes, 8 3x3 support cubes, 12 3x1 support cubes, 15 2x1 support cubes, 3 3D maker design templates, a bag tag and a thread
Buy online at https://www.smythstoys.com/uk/en-gb/toys/action-figures-and-playsets/qixels/qixels-3d-theme-refill-pack-series-4-%E2%80%93-assortment/p/157217",20170705,True
hgORULxqBqU,Mixed,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys - 3D Magic Jewellery Charm Set,"Create and design your very own personalised jewellery with the 3D Magic Jewellery Charm set. The 3D Maker is a revolutionary toy that allows you to create 3D masterpieces from scratch using gel pens and the UV creation station. Children are able to make their 3D creations in four simple steps. Step 1; place coloured UV gel into a mould. Step 2; place the mould into the UV Creation Station for 10 seconds to cure the ink. Step 3; take the plastic pieces out of the mould. Step 4; Build a 3D creation by connecting the pieces together, using the gel as a glue.",20150728,True
pBxyBLjr7sM,Girls/women,BOTH spoken and sung,BOTH children and adults,Feminine,"No, all voices are normal-sounding",Smyths Toys - Lalaloopsy Glitter Potty Surprise,"Lalaloopsy Babies Potty Surprise Mittens Fluff ‘n’ Stuff magically poops a surprise shape in her potty! Feed Baby Mittens Fluff ‘n’ Stuff baby food and when she's ready to go, place her on the potty and she will magically a poop different shapes every time! It includes three

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/lala-loopsy/lalaloopsy-glitter-potty-surprise/p/160148

Browse our range at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/lala-loopsy/c/SM06010416",20170920,True
bbbGSR6NAo8,Mixed,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Hide & Seek Safari Monkey TV commercial,,20120726,True
LEmyGcnBMms,Mixed,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",CAT Junior Crew Construction Buddies - Smyths Toys,"The Cat Construction Buddies are not only built for action but for helping your child to develop their fine motor skills and curiosity.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/construction-and-cars/construction-vehicles/cat-junior-crew-construction-pals-asst/p/188616

https://www.smythstoys.com/uk/en-gb/toys/construction-and-cars/construction-vehicles/cat-junior-crew-construction-buddies-wheel-loader/p/188617

https://www.smythstoys.com/uk/en-gb/toys/construction-and-cars/construction-vehicles/cat-junior-crew-construction-buddies-dump-truck/p/188618

https://www.smythstoys.com/uk/en-gb/toys/construction-and-cars/construction-vehicles/cat-junior-crew-power-track-friends/p/188619

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20201002,True
xmZqmEXulA4,Boys/men,Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,YoFinity Assortment- Smyths Toys,"With YoFinity you can create a light show like no other.

Buy online https://www.smythstoys.com/uk/en-gb/toys/sensory-toys/fidget-toys/yofinity-assortment/p/205489

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20211203,True
jYnVugDxErs,Mixed,BOTH spoken and sung,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Sneak Artz - Smyths Toys,"Express yourself, get creative and be unique with Sneak’Artz! Each easy craft kit comes with everything you need. Collect all 24 sneakers and personalise them with the assorted washable pens and stickers and add charms to make them shine.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/creativity-music-and-partyware/crafts/sneak-artz-shoe-box-assortment/p/196536

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210115,True
mt9b5uwiq-w,Mixed,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys - Egged On Game,"The Egged On game is a twist on the popular egg roulette challenge. Pick the right egg or get wet! Players take turns picking plastic eggs from the egg carton and ""cracking"" them on their heads. Some of the eggs are filled with water. Pick the wrong one and get splashed by water.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/games-puzzles-and-books/childrens-board-games/egged-on-game/p/159139",20170616,True
vnkTkVvn4Yc,Boys/men,Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,VTech Switch & Go Dinos Riot the T-Rex and Overseer the T-Rex - Smyths Toys,"These exciting 2-in-1 products switches between a T-Rex and a race car! Use the remote control to race in both dino and vehicle modes!

Buy online at https://www.smythstoys.com/ie/en-ie/toys/action-figures-and-playsets/dinosaur-toys/vtech-dino/switch-and-go-dinos-riot-the-t-rex/p/189771

Browse our VTech Dino range at https://www.smythstoys.com/ie/en-ie/toys/action-figures-and-playsets/dinosaur-toys/vtech-dino/c/SM06010228

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20200908,True
a0L1IzEMQ_c,Girls/women,Sung,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Ravel Tails Surprise Box - Smyths Toys,"The more you unwind… the more you find! Unravel the multi-coloured, rainbow wool to reveal 9 cute surprises, including your lovable, collectable soft animal toy.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/other-fashion-and-dolls/ravel-tails-surprise-box-assortment/p/189760

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20200622,True
FsItakNM2wI,Mixed,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Slime Surgery - Smyths Toys,"With Slime Surgery you have to operate carefully, can you operate and make your Alien better? Or will you make him wake and shake!

Buy online at https://www.smythstoys.com/uk/en-gb/toys/games-puzzles-and-books/board-games/children-s-board-games/slime-surgery/p/192265

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20201221,True
wFMPKkDbgIs,There are no actors/presenters or you can never see their faces,There are no voices,There are no voices,There are no voices,There are no voices,Trust Avonn Gaming Keyboard (GXT 830-RW) Trailer - Smyths Toys,"The Trust GXT 830-RW Avonn offers you a full-size layout gaming keyboard with 12 multimedia keys. Let the compelling rainbow wave illumination guide you and always hit the right key!
The keyboard has a full-size layout meaning that it is optimally designed for fast key entry. The GXT 830-RW features anti-ghosting technology to ensure you can game fast and accurately. You will remain in control even when you press up to 6 keys simultaneously.

The Avonn features 12 direct access media keys, making it possible to control your music or the LED lighting of the keyboard.
Compatible Device Types pc, laptop, gaming console Compatible Consoles PS4, Xbox One Compatible Software Platforms Windows, Mac OS, Chrome OS

Buy the Trust Avonn Gaming Keyboard (GXT 830-RW) at Smyths Toys Superstores NOW:
https://www.smythstoys.com/uk/en-gb/video-games-and-tablets/pc-and-ps-vita/pc-accessories/trust-avonn-gaming-keyboard-gxt-830-rw-/p/182664

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys #Gaming #Keyboard",20200722,True
6sKnzn9diL8,Girls/women,Spoken,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Smyths Toys - Little Live Pets Butterfly,"Little Live Pets Butterfly is your new pet friend that magically comes alive and flutters in the palm of your hand! Feel how real your new friend feels as it flaps and flitters its stunning wings just for you. Your Little Live Pet Butterfly feeds and gets energy from the included flower base, the more you feed your pet the happier she becomes. With her wings dancing magically in the palm of your hand this is the life like pet that every child wants! Collect Candy Swirl, Rainbow Star, Flutter Heart, Love Art, Confetti Fair and Crystal Bright (Each sold separately)
http://www.smythstoys.com/uk/en-gb/toys/fashion-dolls/c-831/little-live-pets/p-13896/little-live-pets-butterfly-series-3-assorted/",20150918,True
jBIWrAAq-3Q,Boys/men,Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,NERF N-Strike Elite Hovering Target - Smyths Toys,"Up your game with the NERF Hovering Target. Whether for solo practice or competitive play with friends, the Hovering Target is a fun and exciting challenge for Elite battlers of all skill levels. Target focuses on accuracy with 4 foam balls that continuously float and weave on fan-powered air jets. Individual air control knobs allow you to adjust each ball's height, creating varying degrees of difficulty. And when not in use, a front compartment provides convenient ball storage. Includes a back net for catching darts and balls.

Buy online: https://www.smythstoys.com/uk/en-gb/toys/construction-and-cars/nerf/nerf-range/nerf-n-strike-elite-hovering-target/p/167972

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190528,True
cP642WWyWO8,There are no actors/presenters or you can never see their faces,Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Smyths Toys - Power Rangers Megaforce Ultimate Gosei Megazord,"Based on the Megazord seen in the Megaforce show, open the chest armour to reveal zords. Also transforms into Spaceship mode and can combine with the Deluxe Gosei Morpher (sold separately) for extra play.",20130829,True
t9Cmn8w36LI,Girls/women,BOTH spoken and sung,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,L.O.L. Surprise! Fluffy Pets Winter Disco Series with Removable Fur  - Smyths Toys,"Unbox 9 surprises including all new fluffy unboxing with L.O.L. Surprise! Fluffy Pets Winter Disco Series. Each Pet comes covered in snuggly, stick-on fur that you peel off to unbox and reveal an adorable Pet. Then place fur back on in different designs to make your pet fluffy again and again. Add water for a water surprise, like spitting and colour change. Each Pet comes packaged in a beautiful, crystal-shaped ball with a clear front to use as a display case. Add water to the ball to reveal another colourful, glitter surprise, because the ball becomes a snow globe, too! Collect L.O.L. Surprise! Glitter Globe, Fluffy Pets, and Lils in the Winter Disco Series, and you can connect the balls together to create a beautiful Snow B.B. Collect them all! Styles may vary.
Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/l-o-l-surprise-/l-o-l-surprise-fluffy-pets-winter-disco-series-with-removable-fur-assortment/p/173209
📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190920,True
Jw4UaI4irBA,Boys/men,There are no voices,There are no voices,There are no voices,There are no voices,Star Wars The Mandalorian Darksaber - Smyths Toys,"In the Star Wars saga, this one-of-a-kind black-bladed lightsaber has been a symbol of Mandalorian power for generations.

Buy online at https://www.smythstoys.com/ie/en-ie/toys/action-figures-and-playsets/star-wars/star-wars-role-play/star-wars-the-mandalorian-darksaber-lightsaber-with-electronic-lights-and-sounds/p/189448

Browse our Star Wars range at https://www.smythstoys.com/ie/en-ie/toys/action-figures-and-playsets/star-wars/c/SM06010118

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210305,True
dmqgI4JCEuE,Boys/men,Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Smyths Toys - Zuru Micro Boat Playset,"Get ready for some epic speed boat racing action with Microboats! With micro-robotic sensor technology to speed through the water in six directions including reverse activation and 360° doughnut speed. The Microboat race track provides the ultimate race experience, but watch out for the Shark as it tries to bite down on the track for the ultimate challenge! Collect all!

Buy online at http://www.smythstoys.com/uk/en-gb/toys/action-figures-playsets/c-343/other-action-figures-playsets/p-18658/zuru-micro-boat-playset/",20160712,True
4bLSlZyZRXc,Boys/men,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys - Blaze and the Monster Machines Light & Launch Hyper Loop,"It's time to crank the Hyper Loop so Blaze can light up the night and save the day in Axle City! Place Blaze in the Hyper Loop and charge it up using the lever to activate the Speed Lights. Once it's ready, press the release button and the Hyper Loop whips Blaze into an awesome 360-degree rotation and sends him blazing down the track. For more ways to play, configure the stunt towers into a spinning wall, a teetering bridge, or a stunt jump ramp!

Move the towers to different points on the playset for 9 different combinations! This set also comes with a uniquely decorated translucent Blaze vehicle. Your child can attach the Light & Launch Hyper Loop to the tunnels that come with any of Light Rider vehicles, as well as other Blaze playsets and accessories. Each sold separately and subject to availability.

Buy online at http://www.smythstoys.com/uk/en-gb/toys/pre-school-electronic-learning/c-947/blaze-and-the-monster-machines/p-22787/blaze-and-the-monster-machines-light-launch-hyper-loop/

Browse our range at http://www.smythstoys.com/uk/en-gb/toys/pre-school-electronic-learning/c-947/blaze-and-the-monster-machines/",20170220,True
OxNe4IUIVk4,Girls/women,BOTH spoken and sung,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Poopsie Dancing Unicorn - Smyths Toys,"Introducing the Poopsie Dancing Unicorn, she's ready to sing and shake her magical booty. Inspired by the popular, viral Poopsie ""My Poops"" music video on YouTube, the Poopsie Dancing Unicorn, Rainbow Brightstar, now sings and dances to her signature song. Dance along and be silly with her! Press the button on her belly, and she will sing and dance.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/poopsie/poopsie-dancing-unicorn/p/191965

Browse our range at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/poopsie/c/SM06010432

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20200901,True
NLBZzszOhx0,Mixed,There are no voices,There are no voices,There are no voices,There are no voices,Star Wars The Child Animatronic Edition Mandalorian Sound and MotionToy - Smyths Toys,"Star Wars The Child Animatronic Edition Mandalorian Toy with Over 25 Sound and Motion Combinations is styled on the Disney plus series. It comes with a removable Mandalorian pendant necklace and s premium soft goods robe.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/action-figures-and-playsets/star-wars/star-wars-figures-and-playsets/star-wars-the-child-animatronic-edition-mandalorian-sound-and-motiontoy/p/189189

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20200331,True
Rohm2GCg74U,There are no actors/presenters or you can never see their faces,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Electronic Arcade Alley Ball Neon Series - Smyths Toys,"Bring the thrills and excitement of the classic arcade Alley Roller home with the Electronic Arcade Alley Ball game!

Buy online at https://www.smythstoys.com/ie/en-ie/gift-finder-9-11-years/electronic-arcade-alley-ball-neon-series/p/175647

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210623,True
lBdS8UiKTGk,There are no actors/presenters or you can never see their faces,Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Heros of Goo Jit Zu Ultimate Supagoo Dino - Smyths Toys,"With powerful huge claws Dinogoo Tyro has evolved into the ultimate Goo Jit Zu fighter! He unleashes terrorizing sounds as his inner goo energy lights up, showing everyone that this prehistoric mega monster is powered up and ready for battle! With new Chomp Attack jaws and light-up battle action only the bravest will choose to battle with this Supagoo Dino!

Buy online at https://www.smythstoys.com/uk/en-gb/toys/action-figures-and-playsets/heroes-of-goo-jit-zu/heros-of-goo-jit-zu-ultimate-supagoo-dino/p/189462

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20200717,True
gcDAsT49EbI,There are no actors/presenters or you can never see their faces,Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Transformers War for Cybertron - Smyths Toys,"Calling all Autobots! Help protect Cybertron with the brand new Transformers Generations War for Cybertron toys: https://www.smythstoys.com/toys/action-figures-and-playsets/transformers/transformers-generations/transformers-generations-war-for-cybertron/c/transformers-generations-war-for-cybertron

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys #Transformers #WarForCybertron",20191002,True
Ex5ZhANd7z0,Mixed,There are no voices,There are no voices,There are no voices,There are no voices,Play-Doh Kitchen Creations Sprinkle Cookie Surprise Play Food Set- Smyths Toys,"Today's wacky weather forecast: it's raining Play-Doh sprinkles! Budding bakers can use this Play-Doh cookie set to create and decorate with silly sprinkles made of different little charm shapes. From classic circles and stars to crazy cookies with silly emoji faces, you can make pretend cookies in over 15 different ways with the cookie cutters, rolling stamper, and moulds. After you've stacked 3 layers of crazy cookies on the one-foot-high tower, it's time for a sprinkle surprise! Crank the handle and shower your make-believe cookies with sprinkles shaped like moons, stars, and horseshoes. Other Play-Doh tools in this toy baking set include toy kitchen accessories like the rolling pin, rolling cutter, and decorating tool to make fantastical frosting and toppings. This set comes with 5 Play-Doh colours in 2- ounce cans for plenty of hands-on creative fun. Bakers can use the creation cards to discover step-by-step how to make even more creative play food designs. This creative toy for3 year olds makes a great activity for preschoolers who love getting hands-on with things like modelling clay. With Play-Doh
Buy online at https://www.smythstoys.com/uk/en-gb/toys/creativity-music-and-partyware/dough-and-clay/play-doh/play-doh-kitchen-creations-sprinkle-cookie-surprise-play-food-set/p/169934
 📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190208,True
cyc4PdMrf2k,Girls/women,BOTH spoken and sung,Adults (including young adults),BOTH feminine and masculine voices,Yes a feminine voice is gender exaggerated,Shimmeez- Smyths Toys,"Cuddle, dazzle and create with transforming sequin pets. These new plush characters are cute and loveable and have a cool transformation feature. Super soft and cuddly where you can create cool and crazy patterns right onto your toy, wipe it off and start again! Customise your plush with different designs, with so many to collect, the possibilities are endless!(Each sold separately)

Purchase product at Smyths Toys: https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/other-fashion-and-dolls/shimmeez-8-/p/167998",20180803,True
DX5qdgEvdlc,Boys/men,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",KickerBall by Swerve Ball - Smyths Toys,"From the makers of Swerve Ball comes a football like no other. With KickerBall, you can swerve, curve and kick like a pro.

Buy online at https://www.smythstoys.com/ie/en-ie/only-available-at-smyths-toys-superstores/kickerball-by-swerve-ball/p/164300

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210303,True
S2JB2aZDdgg,There are no actors/presenters or you can never see their faces,BOTH spoken and sung,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Bubble Trouble Sundae Funday- Smyths Toys,"Bubble Trouble dolls are squishy smooshy cuties come to life inside a gumball machine.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/dolls/bubble-trouble-sundae-funday/p/189996

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20200713,True
lKvRSLtbfrI,Boys/men,Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Smyths Toys - Turtle Creepeez,"They’re mean, green and back on screen! The official Teenage Mutant Ninja Turtles are back with the coolest wall crawlers around town. Flick them or fling them, they’re sticky, icky oozed covered feet stick to almost every surface and will do mind boggling stunts as they tumble to the floor. Watch their Tennage ninja abilities creep and crawl all the way down the wall! Providing endless entertainment, collect all 4 and bring your teenage mutant ninja turtles to life! Suitable for ages 4+
Get it now at http://www.smythstoys.com/uk/en-gb/toys/creativity-music-partyware/c-550/pocket-money/p-4532/turtle-creepeez/",20141124,True
tRJRP6qUWiA,Mixed,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys Sea Monkeys,Just add water and watch your live Sea-Monkeys hatch and grow! Turn down the lights and watch as they are projected on the wall.,20121002,True
S8Sob8gzlUg,Boys/men,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Ali-A Creates Awesome Stunts with Hot Wheels - Smyths Toys,"Challenge Accepted! Hot Wheels and gaming pro Ali A have teamed up to create some awesome stunts in the world of Trackbuilder and Roblox. Will you accept the challenge?

Shop the Infinity Loop Kit and other Hot Wheels Trackbuilder sets here: https://www.smythstoys.com/uk/en-gb/toys/construction-and-cars/hot-wheels/c/SM06010210

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys #HotWheels #AliA",20210729,True
l0DF8slvlls,Mixed,BOTH spoken and sung,BOTH children and adults,BOTH feminine and masculine voices,"No, all voices are normal-sounding",Club Petz Mystery Mao- Smyths Toys,"Club Petz Mystery Mao may just look like an ordinary cat but Mystery Mao has special powers! Use your magic wand to bewitch him and hear him speak! Talk with him and play games to see if he can guess that you're thinking about. Mao is so funny, he loves to tell jokes and make you laugh. Mao can also guess any animal, sport or item of clothing. Mystery Mao is so wise! Mystery Mao purrs when you stroke his head and hisses when you touch the end of his tail. What’s more, he knows what time is it, so in the morning he will ask you if you have already had your breakfast, if you slept well or in the afternoon he will check how your day has been at school.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/other-fashion-and-dolls/club-petz-mystery-mao/p/167894

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20181010,True
UZI85fGTuAM,Boys/men,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Messi Training System Soft Touch Training Ball - Smyths Toys,"Are your tired of running after the ball every time you try to dribble? The Soft-Touch Training Ball has an easy-grip detachable cord that allows you to practice aim and improve foot control without losing the ball.

Buy online at https://www.smythstoys.com/ie/en-ie/outdoor/sports-equipment/messi-training-system-white-soft-touch-training-ball/p/186157

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20200706,True
Xxw3AwS7_o8,Mixed,Spoken,Adults (including young adults),BOTH feminine and masculine voices,"No, all voices are normal-sounding",Smyths Toys - Bang On!,"Hammer out a few more seconds! Think of as many answers to the question as you can and the more you guess, the more times you 'bang on' and the more time you have to think of even more answers! Play in teams and be the first team to make it around the board to the winning space to win the game. But, watch out along the way for challenge cards and bust spaces on the board!

Subscribe to the Smyths Toys channel: https://goo.gl/rAosm1
Official Smyths Toys website:  https://www.smythstoys.com/",20171024,True
