Electric/Acoustic,Distorted/Clear,Many Instruments/Few Instruments,Loud/Soft,Heavy/Light,High pitch/Low pitch,Wide pitch variation/Narrow pitch variation,Punchy/Smooth,Harmonious/Disharmonious,Clear melody/No melody,Repetitive/Non-repetitive,Complex rhythm/Simple rhythm,Fast tempo/Slow tempo,Dense/Sparse,Strong beat/Weak beat,prolific_id,stimulus_id
3,6,3,5,5,3,5,3,3,5,3,5,4,5,4,56bb1e18724769000bb745f2,_KrfMdJMlDM
2,6,5,3,3,3,5,3,3,3,2,5,4,5,3,56bb1e18724769000bb745f2,NGgyM6U8HQQ
5,2,7,4,6,5,4,4,7,7,4,4,2,5,5,5ea1950819664f04542a50bf,m_ILlDydHwk
2,3,3,3,3,3,5,3,4,5,3,2,2,3,3,56bb1e18724769000bb745f2,i2-2px8n-64
6,6,6,6,6,2,3,2,3,3,2,3,3,6,3,56bb1e18724769000bb745f2,fD6rEoh-tPo
2,5,6,3,2,6,6,2,2,3,1,6,2,2,1,608702d7661a76c56f62a02a,YrKlq72U0E4
3,5,5,5,6,3,5,4,3,3,3,5,4,5,2,605e1fc0be766e80d0104df3,pdzliNhlqWI
2,6,3,5,3,3,3,5,3,2,2,6,3,3,5,5fc93d0e16b69439e106238e,0YThUgMIgac
3,3,5,5,6,2,4,3,3,4,4,5,5,6,6,5efb8358f81cbe0f08950fe4,aBARjvvUJMc
2,2,5,1,2,5,6,1,5,4,2,6,2,3,1,5c4afb7234ee9300011cbbfc,W8z5glKz39Y
5,6,5,6,6,1,4,6,3,5,4,5,6,6,5,5efb8358f81cbe0f08950fe4,k0q5zWesa1k
6,3,5,3,4,2,2,2,6,6,5,3,3,3,4,5b7924d8338a93000154ad21,ELhRcGY6XyI
3,3,3,4,3,5,5,5,4,5,5,5,4,5,6,6127987e1e4a3ccd8b9ce45a,cYszuGaptkk
2,2,5,3,5,5,3,5,6,6,6,3,3,3,3,60a6b2ed58d0aaed52f1dcf4,nAX5Ib3h0bU
6,6,6,6,6,4,6,5,3,3,3,5,3,5,3,605e1fc0be766e80d0104df3,2-m3SEGs0kM
3,3,6,3,3,5,5,4,5,5,3,6,4,3,3,6037a63eb08c240350cfd0db,8lAb35KuYVw
6,6,6,6,6,3,5,7,5,6,6,1,3,5,6,60a6b2ed58d0aaed52f1dcf4,nK6NbqIMsJI
6,6,5,5,5,3,4,5,3,3,4,5,4,4,5,5f29ed73209c1b1a178602e3,42wqjpxHMdA
5,4,5,3,5,3,3,4,5,6,4,2,3,5,4,6112c3592c483f115b25d256,VIqv8YRVDuY
1,3,5,3,3,5,4,3,4,5,4,5,6,5,2,5c4afb7234ee9300011cbbfc,QWQAG8Zs_no
6,6,5,6,6,2,5,7,2,2,3,5,3,5,7,55d621bbdb6a810013fa0ea0,2-m3SEGs0kM
1,2,6,3,7,4,4,2,2,2,2,3,3,5,5,5af4cd9c20299700016d1245,CNuIw1S2OMM
1,5,3,3,3,5,5,2,4,5,6,7,2,5,1,615a17c90199096a5bbe0f48,Zl-50U1tsBM
4,6,5,5,6,4,6,2,4,5,2,5,1,4,6,6027cc78c597e0049f3e455d,Nej7R1969c0
2,1,5,1,1,5,6,6,6,6,6,3,3,3,5,60a6b2ed58d0aaed52f1dcf4,WYtavoRz-Jc
3,2,5,3,2,6,3,4,6,5,4,2,3,2,3,6284049591dc2c6570e93482,dNeLMKNiAN8
5,6,2,2,2,2,3,2,2,1,2,2,2,1,5,60a6b2ed58d0aaed52f1dcf4,mPCh3D21qZE
3,2,5,3,3,5,6,3,4,5,5,2,4,3,6,6112c3592c483f115b25d256,HO-GyyhtDnA
7,7,7,7,7,2,4,6,2,2,3,6,3,6,4,5ebd495e39fb6f017b95054a,mCexl35l7BQ
3,6,3,5,5,3,3,5,1,2,2,5,3,2,6,5fc93d0e16b69439e106238e,Mmr-i3_1sFc
5,3,4,5,6,2,4,5,5,6,5,5,3,2,6,5dfc01544a2ad4918e665575,48EkYd1GFhY
2,6,3,5,5,3,5,3,2,2,2,6,3,5,5,5fc93d0e16b69439e106238e,r8WRpcfMZ8I
5,5,5,3,3,7,7,3,7,7,7,3,3,3,4,5f6c423e8071b21b35b07ea6,HO-GyyhtDnA
2,2,5,2,1,6,3,4,6,4,5,3,3,2,2,5a95d013f6dfdd0001ea60be,HO-GyyhtDnA
5,6,6,6,6,6,6,7,2,2,5,5,3,5,3,60bb9dd521d84c33662850ae,LHZKQoaZMpY
3,5,5,4,5,6,6,5,3,6,5,2,3,5,6,5fc00a11268eb941e7d8b066,AYiWOamJVbk
5,6,5,5,5,2,5,3,2,2,2,6,3,3,2,57a6891d8eccbc0001f39f89,KEEFbsGQueI
5,6,3,2,2,5,3,2,3,3,2,3,3,1,1,5fc00a11268eb941e7d8b066,nNjnT7tHIwA
5,3,4,3,3,4,3,3,2,5,2,6,2,3,2,57a6891d8eccbc0001f39f89,7ZEF-H-Cyno
6,3,2,3,3,6,3,4,3,6,5,7,5,5,5,60bb9dd521d84c33662850ae,HO-GyyhtDnA
5,3,3,3,4,3,2,3,2,5,6,3,2,2,5,5de0803843e90d0fcc462b13,9AVeLwg2LAw
5,5,3,6,6,4,6,2,2,2,6,5,2,5,3,60b7be9f5e3d9290ded3bedf,Tk7PvxU93oA
2,7,6,7,7,2,3,3,3,5,2,5,6,6,5,60bb9dd521d84c33662850ae,VIqv8YRVDuY
6,7,7,6,6,2,4,7,2,3,6,5,3,6,6,5de0803843e90d0fcc462b13,KJSFkldABdY
3,3,2,1,2,5,2,3,5,5,3,2,3,6,7,5fc00a11268eb941e7d8b066,VFXSd8qc7Xk
6,6,7,5,6,3,7,6,2,3,6,6,5,7,7,5de0803843e90d0fcc462b13,Or8zUkmZGNc
3,4,4,6,6,3,5,1,2,3,1,7,2,3,3,60b7be9f5e3d9290ded3bedf,XcdNtsFiLi4
2,2,2,3,3,3,3,5,2,2,3,5,2,1,2,5de0803843e90d0fcc462b13,PowcVq11vCg
2,5,6,3,3,4,3,3,2,5,3,6,2,3,2,57a6891d8eccbc0001f39f89,oS3DzyBVp1s
1,7,5,3,5,3,4,1,3,3,5,4,3,5,3,56bb1e18724769000bb745f2,tyjlxbHsnuY
6,7,6,5,6,3,4,2,2,2,3,5,5,5,3,56bb1e18724769000bb745f2,HCTfaQg1fzc
6,6,6,6,7,3,5,5,3,3,3,6,4,6,4,56bb1e18724769000bb745f2,705VQvekdx8
3,6,5,3,2,5,3,3,3,3,5,5,3,3,3,56bb1e18724769000bb745f2,mKBujFF2txY
2,5,5,3,3,3,3,3,3,3,5,4,3,3,3,56bb1e18724769000bb745f2,5cthvmrEpJ4
4,7,4,6,5,4,2,6,2,4,1,7,2,5,5,5d979f377bc9750018a7a6bf,oXkPfK4qEHQ
2,6,1,2,2,6,2,2,3,2,6,2,1,3,2,5d979f377bc9750018a7a6bf,HjFgeL3bdeQ
3,5,3,3,2,6,3,3,3,5,5,6,3,3,2,60fd39605911cc95aa9b1b11,XRclPERrLVc
6,6,4,4,4,5,6,4,3,3,1,5,3,3,4,5d979f377bc9750018a7a6bf,Y2Skw39jGlQ
5,3,4,2,2,7,6,2,3,2,3,5,3,2,1,5d979f377bc9750018a7a6bf,fM1ARuVwYT4
5,5,6,7,7,2,5,7,2,2,3,3,4,3,7,6110e8ea36e9b36a6ed2cebf,lHmmtj8270k
3,6,5,6,6,6,5,4,3,5,3,6,2,5,5,60e55bb59cfd0aa9803b4470,1RLA2K18riE
3,1,5,2,2,7,7,2,5,2,1,2,4,3,1,6110e8ea36e9b36a6ed2cebf,ocMZASGjbhg
2,3,3,5,3,5,5,4,4,6,2,5,3,2,5,60fd39605911cc95aa9b1b11,fCeIH4at49g
6,6,6,6,6,3,4,3,3,2,3,6,5,5,6,55d621bbdb6a810013fa0ea0,pdzliNhlqWI
2,5,2,3,6,3,3,5,5,3,5,5,2,1,3,60a6b2ed58d0aaed52f1dcf4,-KKsNKY4V8k
5,7,5,6,6,2,5,5,2,5,5,6,3,5,7,55d621bbdb6a810013fa0ea0,VIqv8YRVDuY
4,7,6,3,6,4,5,2,4,4,2,6,2,6,4,6027cc78c597e0049f3e455d,705VQvekdx8
4,2,2,3,3,6,5,3,6,7,6,4,4,1,6,611a634c7e0e602c9a6b3ad1,_R2heFBQC_8
1,3,5,5,4,4,5,4,3,5,5,4,3,5,5,5ebd495e39fb6f017b95054a,Tubf9a3Asxw
5,2,6,6,2,7,7,6,4,7,2,6,7,6,6,608702d7661a76c56f62a02a,3BMd4oMNAFg
2,4,3,2,4,4,2,3,2,2,6,2,4,3,3,5efb8358f81cbe0f08950fe4,RxYisyVBAdI
2,3,6,6,3,4,5,2,3,2,2,3,2,4,3,6284049591dc2c6570e93482,HkESWe-VmCw
1,6,7,5,5,3,7,2,6,7,4,3,4,6,2,5beab62b2bb2960001c9b288,FLJARDSdGLM
3,6,7,3,2,7,7,3,4,6,1,5,2,2,2,608702d7661a76c56f62a02a,mKBujFF2txY
2,6,6,2,5,5,5,3,3,2,5,5,4,4,2,611a634c7e0e602c9a6b3ad1,tXrsSbHI0sQ
1,3,5,2,3,4,3,2,5,5,4,5,2,3,2,5b7924d8338a93000154ad21,DWi19R_1ugo
5,5,6,3,6,4,4,4,4,3,3,5,3,5,4,5efb8358f81cbe0f08950fe4,2-m3SEGs0kM
3,2,6,2,2,5,4,2,4,3,3,5,3,3,1,5fea2e6613597c51a166f24d,pg0HQGyFdDc
3,3,5,6,6,4,5,4,4,4,3,5,4,4,4,611a634c7e0e602c9a6b3ad1,InjI6hTzBNQ
3,2,6,4,2,5,5,3,5,5,4,6,3,3,5,55d621bbdb6a810013fa0ea0,HO-GyyhtDnA
2,3,3,5,3,5,4,5,4,3,3,5,4,4,4,60c114f1542c86cb1e3e7c86,fzl2R57Xsx0
4,5,5,2,6,2,4,5,3,4,3,5,4,6,5,5efb8358f81cbe0f08950fe4,VIqv8YRVDuY
2,5,6,3,5,2,5,2,4,3,3,4,2,3,3,5b7924d8338a93000154ad21,DqU8fARtNFA
1,6,6,4,3,5,5,4,3,3,5,5,4,4,2,611a634c7e0e602c9a6b3ad1,rkmGVKQwMOA
6,6,6,5,6,1,3,6,7,7,7,3,3,4,4,5f6c423e8071b21b35b07ea6,2-m3SEGs0kM
2,5,3,3,3,2,3,2,3,3,2,5,3,3,2,5fc93d0e16b69439e106238e,t9Cmn8w36LI
2,6,5,6,5,5,5,3,2,3,5,4,5,3,3,608702d7661a76c56f62a02a,f-CA3IUQAWM
5,5,5,3,5,6,5,5,6,6,6,6,3,2,5,60a6b2ed58d0aaed52f1dcf4,vnkTkVvn4Yc
5,6,3,2,5,3,3,5,4,6,6,3,3,2,6,5dfc01544a2ad4918e665575,tRJRP6qUWiA
2,2,5,2,1,5,5,2,5,5,5,2,3,3,5,605e1fc0be766e80d0104df3,HO-GyyhtDnA
2,2,3,3,2,7,7,3,7,7,7,4,3,4,4,5f6c423e8071b21b35b07ea6,cYszuGaptkk
2,6,6,3,5,3,6,3,3,3,2,6,3,5,3,5fc93d0e16b69439e106238e,KqXriV8Mi3Y
1,5,5,5,6,3,4,2,6,4,3,5,5,6,6,5af4cd9c20299700016d1245,qMYgXfbpM3E
6,6,5,4,5,3,3,3,2,2,2,5,3,3,3,5b7924d8338a93000154ad21,JU2XXwkCav4
3,2,4,5,4,6,4,3,6,6,6,5,2,2,2,5efb8358f81cbe0f08950fe4,Zl-50U1tsBM
3,4,3,3,5,5,7,3,5,7,1,7,4,6,3,5beab62b2bb2960001c9b288,nP-zU9Bn560
3,3,4,3,5,5,3,5,3,3,4,5,5,3,3,6112c3592c483f115b25d256,pdzliNhlqWI
2,3,6,3,3,7,6,2,5,7,2,6,4,1,1,608702d7661a76c56f62a02a,VLM53mDZT4U
6,6,6,2,6,3,7,5,6,7,7,7,2,3,3,5f6c423e8071b21b35b07ea6,pdzliNhlqWI
4,3,4,3,5,4,3,2,3,4,2,4,4,4,3,6284049591dc2c6570e93482,04ww4xZ8pH4
2,7,6,4,5,2,6,2,4,5,2,6,2,5,5,6027cc78c597e0049f3e455d,pdzliNhlqWI
2,4,6,5,6,2,6,4,5,5,4,6,6,5,5,6037a63eb08c240350cfd0db,8D5akawtCjg
2,2,6,1,3,3,6,6,3,5,2,6,3,5,2,612b5a2c55286e4cf74a63ee,mO1kljD_Aa4
6,3,3,3,5,4,5,5,3,6,6,6,6,3,5,5fea2e6613597c51a166f24d,Jw4UaI4irBA
2,2,4,4,3,6,5,2,4,5,4,5,3,2,4,6112c3592c483f115b25d256,Zl-50U1tsBM
7,7,6,6,6,2,5,6,4,2,2,7,4,6,5,6284049591dc2c6570e93482,y6wJehV4tis
6,6,3,5,6,3,3,6,3,5,3,3,3,2,5,60a6b2ed58d0aaed52f1dcf4,VIqv8YRVDuY
1,2,2,3,2,3,5,3,5,5,3,4,3,3,4,611a634c7e0e602c9a6b3ad1,3cZMIJq5gis
6,5,5,5,6,3,3,6,2,2,6,3,3,3,3,6037a63eb08c240350cfd0db,Rk2yWHQjYJI
3,3,3,3,3,4,3,3,6,5,3,3,3,3,3,5f29ed73209c1b1a178602e3,fkd9m4Lc9W8
5,5,3,4,5,2,3,5,4,5,5,5,2,3,6,5dfc01544a2ad4918e665575,B3O1NwkOOe4
2,2,5,6,5,2,5,6,6,6,2,6,2,4,6,6027cc78c597e0049f3e455d,cYszuGaptkk
6,5,6,2,2,3,5,2,5,2,2,2,2,2,2,616823f4aacb6e9b1cde751c,vfWn-Kp9-yA
2,3,3,5,3,5,5,2,4,3,3,5,2,2,3,6276716449ace8d4b6f5e02b,InjI6hTzBNQ
1,2,3,3,3,6,5,3,4,5,3,6,3,3,1,60c114f1542c86cb1e3e7c86,AYiWOamJVbk
1,3,4,4,3,5,5,2,5,3,1,7,3,3,2,5c4afb7234ee9300011cbbfc,D9QZLIMKEno
1,1,3,1,2,2,1,1,6,3,1,2,1,3,1,612b5a2c55286e4cf74a63ee,OxNe4IUIVk4
2,6,3,6,6,2,4,3,2,5,2,2,3,5,6,5961076cee166f00019591bf,_quNZ5u2qag
2,3,2,2,2,3,5,5,6,6,3,5,5,2,3,60a6b2ed58d0aaed52f1dcf4,cYszuGaptkk
2,6,6,6,6,4,4,4,5,3,3,6,4,4,4,5ebd495e39fb6f017b95054a,bkJxh88VNnc
1,2,7,1,3,6,7,4,7,7,4,2,6,1,7,5beab62b2bb2960001c9b288,jltRPLHjR0o
6,3,3,6,4,4,5,3,3,2,1,5,3,3,3,5d776e218a8d1d00166d36a6,uL3HLM6cWCE
6,6,6,7,7,5,6,6,2,2,3,6,4,6,6,6284049591dc2c6570e93482,tKelI4U_y6Q
4,4,4,3,3,4,4,4,3,3,4,4,3,3,6,5af4cd9c20299700016d1245,2-m3SEGs0kM
1,2,6,3,3,6,5,3,5,5,3,6,6,5,5,6037a63eb08c240350cfd0db,Zl-50U1tsBM
5,5,2,2,3,3,5,5,5,5,3,4,3,2,3,60a6b2ed58d0aaed52f1dcf4,Zl-50U1tsBM
2,6,7,7,3,3,6,6,2,2,2,6,3,5,3,612b5a2c55286e4cf74a63ee,tunMW9JZVCc
5,4,2,3,4,4,3,2,2,2,3,3,1,2,2,6284049591dc2c6570e93482,yJ0v0wuokZE
2,7,6,7,7,2,6,6,2,2,2,7,3,3,2,612b5a2c55286e4cf74a63ee,bfDv-c9E_Is
6,7,6,6,6,5,5,5,5,3,3,5,5,5,5,60a6b2ed58d0aaed52f1dcf4,pdzliNhlqWI
2,3,3,1,1,5,5,1,1,1,1,5,2,3,1,5ba11949a896050001d50742,weHJ1rLykgs
2,5,3,2,3,3,3,2,3,2,2,2,2,3,2,5d4d9ea8c088850019ec5b32,CfmWvEX_r7Y
2,2,5,2,1,6,5,2,5,4,2,6,2,3,2,5c4afb7234ee9300011cbbfc,DHd-9Cx6fpc
2,5,5,4,2,6,7,2,5,7,3,5,3,2,1,608702d7661a76c56f62a02a,2MFyIarn1mk
2,2,6,2,2,6,3,2,6,6,2,6,2,3,4,6027cc78c597e0049f3e455d,HO-GyyhtDnA
1,7,6,4,7,2,6,6,1,1,4,6,4,5,5,5fea2e6613597c51a166f24d,-BaTPbE0Gdo
2,2,4,2,3,3,1,2,6,6,6,3,6,2,6,5961076cee166f00019591bf,yRUiwRKk6QM
2,3,5,2,2,5,6,3,4,5,2,3,3,3,2,5ebd495e39fb6f017b95054a,rBnSfDaDVQI
6,5,6,6,7,2,4,3,3,3,2,5,3,6,5,6284049591dc2c6570e93482,8m1YNv41CKc
4,2,3,3,6,2,6,4,7,7,3,6,3,2,6,5dfc01544a2ad4918e665575,sy-d6oJXqdE
4,4,4,4,4,4,1,4,7,7,7,4,4,1,4,5beab62b2bb2960001c9b288,zqvBh_9EQSc
3,7,5,6,6,3,2,5,2,2,2,6,3,3,5,5fc93d0e16b69439e106238e,pdzliNhlqWI
5,5,5,5,5,3,3,5,3,3,5,4,3,4,5,5f29ed73209c1b1a178602e3,LZm_wAgLSFE
1,2,4,2,2,6,6,2,6,5,3,4,3,2,2,60c114f1542c86cb1e3e7c86,laOxJUcIOdE
2,2,2,2,2,6,2,1,3,3,3,2,2,1,2,616823f4aacb6e9b1cde751c,8Dq2peBijDw
5,4,6,3,4,5,3,2,2,2,3,5,2,3,2,6284049591dc2c6570e93482,QV2snXd5ZlQ
7,6,1,3,5,4,3,3,2,2,7,7,4,2,7,5fea2e6613597c51a166f24d,Xxw3AwS7_o8
2,6,2,2,2,5,3,5,2,2,5,4,3,2,3,5ebd495e39fb6f017b95054a,QjMA3hc_PVA
2,3,3,4,3,4,1,3,6,7,7,6,3,6,7,5beab62b2bb2960001c9b288,8hm_SPwqUw4
2,4,5,3,3,5,6,2,5,3,1,5,2,2,1,608702d7661a76c56f62a02a,bKK1XQg2Y9o
6,6,6,6,6,4,6,6,3,4,3,6,4,5,5,5ebd495e39fb6f017b95054a,Y2Skw39jGlQ
2,3,6,3,2,6,6,2,5,5,3,2,3,4,3,611a634c7e0e602c9a6b3ad1,kJUOvHAZmVk
2,2,5,3,3,4,3,2,2,2,3,3,2,3,2,6284049591dc2c6570e93482,_ob7euNGFxw
2,2,2,3,2,1,2,2,3,3,3,1,1,2,3,5bb0cc738f3bd70001e513e3,yyyapflC9Wk
4,6,6,6,6,4,7,6,3,5,2,5,3,5,3,608702d7661a76c56f62a02a,E8GschBoKMA
4,6,2,3,4,4,5,2,2,5,3,4,3,3,2,5fea2e6613597c51a166f24d,x1Vhqc54Sgs
2,2,5,3,3,3,4,2,2,2,2,3,2,5,3,6284049591dc2c6570e93482,lH9eT078eJc
5,2,7,6,4,5,7,4,3,7,3,7,4,6,7,5a95d013f6dfdd0001ea60be,cYszuGaptkk
3,1,6,3,3,5,6,4,2,1,2,6,3,2,2,5de0803843e90d0fcc462b13,Se_WPWR0ZMU
6,6,1,4,6,3,3,5,2,5,6,3,6,6,2,60bb9dd521d84c33662850ae,q-7SBSxKxKo
2,6,6,6,6,3,2,6,2,2,2,4,3,2,5,60bb9dd521d84c33662850ae,_KXsBwbeaSY
4,6,5,5,5,3,3,5,2,2,3,5,3,3,3,57a6891d8eccbc0001f39f89,esX6Xb_7WyM
6,5,3,5,6,4,5,6,2,3,3,5,4,5,5,5fc00a11268eb941e7d8b066,5RVqzWqVpME
6,6,5,3,5,3,2,3,2,3,2,6,3,3,2,57a6891d8eccbc0001f39f89,b87r9x2ukUg
6,6,3,2,5,1,2,2,3,3,5,3,2,1,4,5de0803843e90d0fcc462b13,ffMiaRJmVio
3,6,2,3,3,5,2,2,2,1,1,6,2,2,3,5fc00a11268eb941e7d8b066,a0L1IzEMQ_c
4,4,3,5,4,5,5,1,4,3,5,4,3,3,3,60b7be9f5e3d9290ded3bedf,RuAaIaNv48k
5,6,3,5,5,5,6,3,2,3,1,7,1,3,5,5fc00a11268eb941e7d8b066,QqonAr7ajPg
2,1,3,3,2,6,6,2,3,3,5,2,1,3,3,5de0803843e90d0fcc462b13,kb4Ga1tD3nk
3,6,2,3,3,2,3,5,2,3,2,6,5,3,5,5fc00a11268eb941e7d8b066,x85TYyRIRwU
2,2,5,2,2,6,3,2,2,3,5,3,3,3,2,57a6891d8eccbc0001f39f89,XUpgpnqB5RA
2,2,4,6,2,6,6,2,5,3,1,6,3,3,2,60b7be9f5e3d9290ded3bedf,GGlOzSB1R-w
2,5,3,2,2,5,3,3,3,3,5,4,5,3,3,56bb1e18724769000bb745f2,YGxld6FysWU
3,7,5,6,6,2,3,2,2,2,2,3,3,6,3,56bb1e18724769000bb745f2,viov3zTevto
2,7,6,2,2,4,5,1,2,2,2,6,1,2,1,5ea1950819664f04542a50bf,qLI0PnzmYKA
2,2,3,3,5,3,3,3,6,5,3,3,3,5,3,56bb1e18724769000bb745f2,kFkIC-XjFp0
2,7,6,2,4,2,2,4,1,1,6,2,1,1,1,5ea1950819664f04542a50bf,zqvBh_9EQSc
1,3,3,5,5,4,7,5,2,5,2,4,3,2,5,5d979f377bc9750018a7a6bf,yxkQMmtVeG8
6,7,2,5,6,3,3,3,4,6,1,6,2,2,2,60fd39605911cc95aa9b1b11,hgORULxqBqU
2,3,5,4,3,2,5,4,5,5,3,6,3,4,4,611a634c7e0e602c9a6b3ad1,n2SA7dZQWyU
6,6,5,3,6,3,3,6,2,2,4,4,6,6,4,6112c3592c483f115b25d256,2-m3SEGs0kM
2,6,6,6,6,4,4,4,4,4,3,3,3,3,3,5ebd495e39fb6f017b95054a,cvvhKy1PFn8
2,6,5,2,2,2,3,2,3,3,2,5,2,3,2,5fc93d0e16b69439e106238e,gtwklqUz1UY
3,6,5,5,5,3,4,3,3,3,3,5,4,6,2,611a634c7e0e602c9a6b3ad1,-a9Jmy2fs3I
2,3,3,2,3,6,5,3,3,3,4,5,4,2,3,5ebd495e39fb6f017b95054a,U84RMyBtFak
4,2,3,2,1,6,5,2,5,6,4,3,5,1,3,5dfc01544a2ad4918e665575,P2IVTQfNTmo
6,3,5,3,6,5,5,6,2,2,2,4,6,5,3,5961076cee166f00019591bf,wdLvKel9Cbo
2,4,6,1,2,6,6,2,4,7,3,6,4,2,1,608702d7661a76c56f62a02a,KUif1Bpvyfk
7,6,6,6,7,3,5,3,3,2,2,6,3,6,6,5fc93d0e16b69439e106238e,2-m3SEGs0kM
6,4,7,4,4,5,7,4,7,7,7,7,4,7,7,5beab62b2bb2960001c9b288,NHcDF9wyXpM
3,7,5,2,5,1,3,2,4,3,3,6,3,3,3,5b7924d8338a93000154ad21,EsoVjRdPCoU
2,5,4,4,6,2,6,2,4,5,2,5,2,4,5,6027cc78c597e0049f3e455d,VIqv8YRVDuY
1,3,6,5,6,3,4,3,5,3,3,6,2,5,3,5fea2e6613597c51a166f24d,FsItakNM2wI
1,3,6,5,6,2,6,4,5,5,3,6,3,5,5,6037a63eb08c240350cfd0db,pdzliNhlqWI
7,6,6,3,7,1,5,6,2,2,2,6,3,5,5,616823f4aacb6e9b1cde751c,eL-YIdxfu3A
5,7,5,5,6,4,3,6,2,2,3,3,4,5,3,611a634c7e0e602c9a6b3ad1,-NEHGAMiA2I
2,2,6,7,7,5,4,4,4,4,4,4,4,4,4,5af4cd9c20299700016d1245,HO-GyyhtDnA
2,6,2,2,6,2,5,5,2,2,2,4,3,3,2,60c114f1542c86cb1e3e7c86,Q1OhEKfG4N0
6,6,3,3,3,2,2,2,3,3,3,5,3,4,3,5f29ed73209c1b1a178602e3,WZr7t3DXYsA
5,1,2,1,1,7,6,2,5,4,3,3,6,1,1,5dfc01544a2ad4918e665575,73s4SGvL1p4
1,5,6,5,6,2,5,4,5,5,3,6,3,6,5,6037a63eb08c240350cfd0db,2-m3SEGs0kM
1,2,6,5,5,5,5,4,6,6,3,6,3,5,4,6037a63eb08c240350cfd0db,cYszuGaptkk
2,3,5,4,4,3,5,4,3,4,3,2,3,4,3,5ebd495e39fb6f017b95054a,P1TUfuacr-s
2,6,5,2,3,2,3,2,3,2,2,6,3,5,2,612b5a2c55286e4cf74a63ee,pdzliNhlqWI
3,4,6,6,4,4,4,3,4,5,4,5,5,5,4,5af4cd9c20299700016d1245,cYszuGaptkk
6,7,3,5,4,4,3,6,2,2,5,3,4,5,3,5ebd495e39fb6f017b95054a,Xxw3AwS7_o8
2,3,6,1,2,4,5,2,5,5,4,5,3,3,5,611a634c7e0e602c9a6b3ad1,O-h2PeR39PI
2,3,3,2,1,5,5,2,3,3,2,5,3,2,3,5fc93d0e16b69439e106238e,HO-GyyhtDnA
5,6,2,2,6,2,2,1,1,1,2,6,3,3,1,5bb0cc738f3bd70001e513e3,6q8reMr7gNA
3,5,4,5,5,2,4,3,4,5,3,5,2,3,3,5b7924d8338a93000154ad21,VIqv8YRVDuY
5,3,3,3,3,5,4,2,3,3,2,5,2,3,2,6284049591dc2c6570e93482,iQF1XSOxHcs
5,4,3,5,6,2,3,5,2,3,5,4,3,3,4,5dfc01544a2ad4918e665575,VIqv8YRVDuY
3,6,6,7,6,6,6,3,3,6,1,5,4,5,3,608702d7661a76c56f62a02a,b87r9x2ukUg
1,1,2,2,2,3,2,2,3,3,2,2,2,2,2,616823f4aacb6e9b1cde751c,S8Sob8gzlUg
2,6,5,3,3,5,5,3,3,3,5,3,3,3,3,5f29ed73209c1b1a178602e3,dp-qHTDVsLc
4,4,7,3,3,6,6,3,3,3,7,3,5,2,7,5961076cee166f00019591bf,Z3JQHGaRQ7I
2,2,3,2,2,5,5,3,3,2,2,3,2,2,1,6284049591dc2c6570e93482,tNru1d6XMuY
4,4,6,6,3,6,5,3,6,6,3,3,3,3,3,5af4cd9c20299700016d1245,Zl-50U1tsBM
5,7,7,2,7,2,7,7,1,1,1,7,5,6,3,612b5a2c55286e4cf74a63ee,2-m3SEGs0kM
6,6,5,2,6,2,5,5,2,2,2,2,2,3,2,616823f4aacb6e9b1cde751c,m2fzOo3-Lq4
2,5,2,2,1,6,3,2,3,2,3,3,2,2,2,5d4d9ea8c088850019ec5b32,14kqmlI3G80
3,3,4,3,3,5,5,3,4,4,3,5,4,3,3,5ebd495e39fb6f017b95054a,Drg9AMJCWRk
3,3,3,4,6,4,4,3,5,5,4,2,3,3,4,5af4cd9c20299700016d1245,VIqv8YRVDuY
3,6,6,3,3,5,6,4,3,3,3,6,3,5,2,611a634c7e0e602c9a6b3ad1,IBDL15WTewc
5,5,3,4,3,4,3,4,3,5,4,5,3,5,5,5e380457679e67000c56b02f,cYszuGaptkk
2,2,7,5,5,2,2,3,4,3,2,7,3,5,5,5de0803843e90d0fcc462b13,ET8_Ee5cQk4
2,3,6,7,6,4,4,5,2,5,3,6,4,4,4,60bb9dd521d84c33662850ae,_XU5qHsC4Aw
2,7,4,2,6,3,6,4,1,1,1,7,2,6,6,60b7be9f5e3d9290ded3bedf,wdLUxu_OJh4
3,5,5,7,6,5,6,5,3,2,3,3,4,5,6,5de0803843e90d0fcc462b13,DE15rbeNgLI
6,6,5,5,6,3,3,6,3,2,1,5,3,5,4,5fc00a11268eb941e7d8b066,3IT9g-IHkcE
4,6,2,6,7,6,2,6,2,3,2,6,6,5,6,60bb9dd521d84c33662850ae,LYVEt97fWLM
5,5,2,5,6,5,6,4,1,2,1,3,2,2,5,60b7be9f5e3d9290ded3bedf,DqQZSbSfQ6g
6,5,3,6,5,2,3,6,3,6,2,5,4,2,6,60bb9dd521d84c33662850ae,Jq4T0dXB_60
2,5,6,3,5,2,6,5,3,2,4,6,4,3,2,5de0803843e90d0fcc462b13,jYnVugDxErs
7,6,7,4,4,2,2,6,1,1,7,2,3,1,4,60b7be9f5e3d9290ded3bedf,mPCh3D21qZE
2,5,3,6,5,5,5,5,4,3,3,6,3,2,2,5fc00a11268eb941e7d8b066,lo68aakVEpc
7,6,6,7,7,7,7,6,2,2,3,5,5,5,6,60bb9dd521d84c33662850ae,2-m3SEGs0kM
